date,dayOfWeek,dayOfMonth,month,year,reports,dewp,slp,stp,visib,wdsp,mxpsd,gust,max,min,prcp
01/01/2001,2,01,01,2001,1831,13.9,1030.1,9999.9,9.7,5.9,12,999.9,26.6,14,0
02/01/2001,3,02,01,2001,1143,8.6,1036.5,9999.9,9.9,7.4,12,999.9,19.9,7,0
03/01/2001,4,03,01,2001,1151,12.9,1025.5,9999.9,5.5,10.7,15.9,20,28.4,6.8,0
04/01/2001,5,04,01,2001,1166,22.8,1018.9,9999.9,6.3,8.2,15,22.9,28.9,23,0
05/01/2001,6,05,01,2001,1267,25.7,1004,9999.9,9.1,13.4,19,26,37.4,26.6,0.35
06/01/2001,7,06,01,2001,1292,19,1009.2,9999.9,10,8.7,16.9,22.9,35.6,19.4,0.05
07/01/2001,1,07,01,2001,1105,25,1009.4,9999.9,8.4,7.8,13,999.9,35.6,26.6,0
08/01/2001,2,08,01,2001,1157,16.4,1018.3,9999.9,10,8.3,12,999.9,28.9,19,0
09/01/2001,3,09,01,2001,1184,11.2,1026.1,9999.9,10,9.2,14,999.9,25,12,0
10/01/2001,4,10,01,2001,1237,17.2,1023.3,9999.9,10,10.2,15,19,35.6,19.4,0
11/01/2001,5,11,01,2001,1227,22.9,1020.5,9999.9,9.5,6.8,9.9,15.9,39.9,24.1,0
12/01/2001,6,12,01,2001,1353,27.4,1022.4,9999.9,5.6,4.2,7,999.9,37,28,0
13/01/2001,7,13,01,2001,1311,31,1023.8,9999.9,4.2,6,12,999.9,37.4,33.8,0
14/01/2001,1,14,01,2001,1119,31.1,1015,9999.9,3.4,8.4,12,999.9,37.9,33.1,0.18
15/01/2001,2,15,01,2001,1312,33.4,1013.4,9999.9,3.7,10.6,15.9,19,37.4,33.8,0.06
16/01/2001,3,16,01,2001,1251,26.9,1021.6,9999.9,6.3,10.3,15.9,22.9,34,28,0
17/01/2001,4,17,01,2001,1288,21,1026.6,9999.9,7.4,7.1,11.1,999.9,28.4,24.8,0
18/01/2001,5,18,01,2001,1278,20.1,1019.7,9999.9,5.9,8.4,12,16.9,32,19,0
19/01/2001,6,19,01,2001,1214,21.4,1018.8,9999.9,6.9,9.3,15.9,25.1,30.2,24.8,0
20/01/2001,7,20,01,2001,1256,13.5,1025,9999.9,9.1,8.8,13,999.9,26.6,19.4,0
21/01/2001,1,21,01,2001,1105,10.8,1026.7,9999.9,9.7,7,11.1,999.9,28,12,0
22/01/2001,2,22,01,2001,1180,14.4,1030,9999.9,6.4,4.4,8,999.9,30.2,15.8,0
23/01/2001,3,23,01,2001,1250,24.2,1023.1,9999.9,6,7.2,9.9,999.9,35.6,24.8,0
24/01/2001,4,24,01,2001,1101,18.3,1021.3,9999.9,7.5,9,16.9,999.9,30,19,0
25/01/2001,5,25,01,2001,1183,12,1030.7,9999.9,9.7,9.4,14,999.9,27,15.1,0
26/01/2001,6,26,01,2001,1296,19.9,1017.9,9999.9,6.9,10.6,16.9,22,32,19.9,0
27/01/2001,7,27,01,2001,1215,17.2,1022,9999.9,9,11.4,15,22.9,32,19,0
28/01/2001,1,28,01,2001,1076,12,1027,9999.9,9.6,8,12,999.9,28.9,15.1,0
29/01/2001,2,29,01,2001,1175,30.3,1016.1,9999.9,4.6,7.7,12,999.9,39.2,26.6,0.41
30/01/2001,3,30,01,2001,1211,35.5,995.4,9999.9,6.8,9.3,20,27,43,33.1,0.41
31/01/2001,4,31,01,2001,1190,30.9,1005.1,9999.9,6.3,9.8,14,999.9,36,33.1,0.01
01/02/2001,5,01,02,2001,1333,21.9,1018.3,9999.9,7.4,9.2,14,999.9,34,21.9,0
02/02/2001,6,02,02,2001,1236,-0.2,1026.2,9999.9,9.1,11.8,16.9,20,26.6,-0.4,0
03/02/2001,7,03,02,2001,1185,11,1023.9,9999.9,9.4,9.7,13,22.9,30.2,10.4,99.99
04/02/2001,1,04,02,2001,1149,28.9,1015.1,9999.9,7.9,6.5,12,999.9,36,28.9,0.01
05/02/2001,2,05,02,2001,1313,25.9,1016.2,9999.9,5.4,8.5,14,15.9,34,28,0
06/02/2001,3,06,02,2001,1197,27.9,1015.7,9999.9,5.3,6.7,12,999.9,39,30,0.12
07/02/2001,4,07,02,2001,1245,23.9,1025,9999.9,4.6,5,13,999.9,36,21,0
08/02/2001,5,08,02,2001,1242,37.1,1017.4,9999.9,5.1,7.1,13,999.9,51.8,35.6,0.06
09/02/2001,6,09,02,2001,1284,47,1006.5,9999.9,4.8,13.4,19,28,53.6,32,0.72
10/02/2001,7,10,02,2001,1089,14.4,1031.7,9999.9,8.9,11,21,33,32,14,0
11/02/2001,1,11,02,2001,1049,8.7,1037,9999.9,10,7.1,11.1,999.9,28.4,14,0
12/02/2001,2,12,02,2001,1235,19.6,1027.7,9999.9,10,8.6,12,999.9,39.2,24.8,0
13/02/2001,3,13,02,2001,1241,29.4,1026.6,9999.9,8.1,5.3,8.9,999.9,39.9,33.1,0
14/02/2001,4,14,02,2001,1228,34.6,1016,9999.9,2.9,6.8,15.9,999.9,37.9,33.1,0.06
15/02/2001,5,15,02,2001,1294,25.3,1018.2,9999.9,9.9,9.4,14,999.9,34,30,0.14
16/02/2001,6,16,02,2001,1213,23.5,1021.5,9999.9,8.6,7.7,14,20,33.8,26.6,0
17/02/2001,7,17,02,2001,1079,1.2,1033.6,9999.9,10,12.7,18.1,22.9,26.1,8.1,0
18/02/2001,1,18,02,2001,1080,2.8,1034.3,9999.9,10,9.4,12,18.1,28.4,8.6,0
19/02/2001,2,19,02,2001,1211,22.2,1018.7,9999.9,10,14,15.9,27,45,28,0
20/02/2001,3,20,02,2001,1257,24.4,1020.7,9999.9,7.2,7.4,14,21,39.2,28.4,0
21/02/2001,4,21,02,2001,1223,-1.6,1033.1,9999.9,10,11.5,15,22.9,28.4,10.4,0
22/02/2001,5,22,02,2001,1126,16.1,1024.4,9999.9,8.2,8.2,14,21,28.4,17.6,0
23/02/2001,6,23,02,2001,1201,16,1025.4,9999.9,9.3,11.2,19,25.1,28.9,18,0.01
24/02/2001,7,24,02,2001,1237,28.4,1021.3,9999.9,5.3,11.6,20,25.1,39.9,26.1,0.06
25/02/2001,1,25,02,2001,1162,37.5,1003.3,9999.9,8.9,21.6,30.9,46,57.2,30.2,1.22
26/02/2001,2,26,02,2001,1204,22,1027.5,9999.9,10,9.5,19,27,41,23,0
27/02/2001,3,27,02,2001,1247,16.1,1031.1,9999.9,10,8.4,11.1,999.9,37.4,24.8,0
28/02/2001,4,28,02,2001,1227,-0.6,1028.3,9999.9,10,8.7,13,14,28.9,12.2,0
01/03/2001,5,01,03,2001,1595,12.3,1016.6,9999.9,10,11.8,16.9,22,42.8,21.2,0
02/03/2001,6,02,03,2001,1401,27.9,1008.1,9999.9,8,11.8,18.1,27,42.8,32,0
03/03/2001,7,03,03,2001,1324,28.5,1010.2,9999.9,5.7,2.9,7,999.9,48.2,26.6,0
04/03/2001,1,04,03,2001,1162,25.2,1013.6,9999.9,8.3,11.3,21,26,39.2,28.4,0
05/03/2001,2,05,03,2001,1232,12.3,1019.7,9999.9,9.9,13.6,22.9,28.9,30,19,0
06/03/2001,3,06,03,2001,1248,14.7,1022.9,9999.9,10,13.2,15.9,23.9,33.8,21.2,0
07/03/2001,4,07,03,2001,1369,18.3,1020.7,9999.9,10,8.2,18.1,25.1,46,23,0
08/03/2001,5,08,03,2001,1356,21.4,1015.2,9999.9,8.7,11.7,15.9,21,37.9,30,0
09/03/2001,6,09,03,2001,1421,18.4,1019.3,9999.9,10,8.3,13,19,39.2,24.8,0
10/03/2001,7,10,03,2001,1266,21.6,1017,9999.9,10,8.2,21,27,50,24.8,0
11/03/2001,1,11,03,2001,1144,26.9,1016.7,9999.9,9.3,10.3,15,20,48,30,0.08
12/03/2001,2,12,03,2001,1265,32.7,1010.3,9999.9,6.7,10.3,14,20,48.2,30.2,0.17
13/03/2001,3,13,03,2001,1291,31,999.9,9999.9,8.4,14.2,21,29.9,50,32,0
14/03/2001,4,14,03,2001,1317,30.7,1010.6,9999.9,9.5,10,18.1,22,51.8,30.2,0
15/03/2001,5,15,03,2001,1258,38.5,1009.7,9999.9,6,10.6,20,26,48.9,37,0.04
16/03/2001,6,16,03,2001,1256,31.3,1011.2,9999.9,2.7,16.8,22.9,30.9,37.9,32,0.45
17/03/2001,7,17,03,2001,1088,26.8,1022.6,9999.9,5.8,10.2,18.1,22,37.4,30.2,0.06
18/03/2001,1,18,03,2001,1192,23.1,1031.2,9999.9,10,4.3,8.9,999.9,46,24.1,0.08
19/03/2001,2,19,03,2001,1344,21.5,1030.7,9999.9,10,5.5,9.9,999.9,46.4,30.2,0
20/03/2001,3,20,03,2001,1433,24.6,1026.2,9999.9,10,7.2,11.1,999.9,50,33.1,0
21/03/2001,4,21,03,2001,1374,23.5,1021.6,9999.9,10,8.1,15,15.9,54,30.9,0
22/03/2001,5,22,03,2001,1374,30.9,1019.7,9999.9,6.7,6.1,14,999.9,57,30.9,0
23/03/2001,6,23,03,2001,1483,31.6,1017.8,9999.9,8.1,8.7,15,999.9,53.1,35.1,0
24/03/2001,7,24,03,2001,1339,16.9,1020.4,9999.9,10,14,20,25.1,46.9,27,0
25/03/2001,1,25,03,2001,1102,10.8,1024.4,9999.9,9,12.1,15.9,22,28.4,19.4,0
26/03/2001,2,26,03,2001,1216,6.7,1025.4,9999.9,10,9.6,12,15.9,33.8,17.6,0
27/03/2001,3,27,03,2001,1409,17.5,1026.1,9999.9,10,5.8,9.9,999.9,39.9,25,0
28/03/2001,4,28,03,2001,1321,18.9,1022.8,9999.9,10,7.5,15,18.1,50,28.4,0
29/03/2001,5,29,03,2001,1337,31.5,1017.2,9999.9,7.4,7,12,999.9,48,37,0.01
30/03/2001,6,30,03,2001,1350,31.3,1015.2,9999.9,7.9,7.8,13,999.9,51.1,37,0
31/03/2001,7,31,03,2001,1306,34.2,1011.1,9999.9,6,6.8,15,23.9,55.9,37.9,0.04
01/04/2001,1,01,04,2001,1362,26.4,1010.2,9999.9,9.9,12.4,19,28,48.9,30.9,0.03
02/04/2001,2,02,04,2001,1323,25.8,1015.3,9999.9,10,5.1,13,16.9,62.1,34,0
03/04/2001,3,03,04,2001,1353,31.7,1018.9,9999.9,9.7,14,20,22.9,51.8,37.4,0
04/04/2001,4,04,04,2001,1345,31.3,1027.4,9999.9,8.8,9.1,14,999.9,53.6,39.2,0
05/04/2001,5,05,04,2001,1274,31.4,1022.1,9999.9,9.6,7.4,12,999.9,63,39.9,0.02
06/04/2001,6,06,04,2001,1381,54,1010.8,9999.9,3,7,13,19,64.9,46,0.48
07/04/2001,7,07,04,2001,1352,50,1004.5,9999.9,6.9,14.2,23.9,41,82.9,45,0
08/04/2001,1,08,04,2001,1319,41.5,1008.8,9999.9,10,11.5,19,28.9,78.8,48.2,0
09/04/2001,2,09,04,2001,1338,43.7,1009.3,9999.9,9.6,10,15.9,20,62.6,46.4,0.23
10/04/2001,3,10,04,2001,1341,44.3,1012.3,9999.9,7.1,8.7,11.1,999.9,53.6,46.4,0.04
11/04/2001,4,11,04,2001,1312,56,1006.1,9999.9,6.8,10.1,20,28.9,77,51.1,0
12/04/2001,5,12,04,2001,1457,45.2,1001.1,9999.9,9.7,20.5,28.9,40,69.8,48.2,0.53
13/04/2001,6,13,04,2001,1336,37.2,1018,9999.9,10,8,16.9,22,57.2,42.8,0
14/04/2001,7,14,04,2001,1347,36.1,1016.8,9999.9,10,6.2,11.1,999.9,66,45,0
15/04/2001,1,15,04,2001,1227,36,1012.8,9999.9,9.3,9.2,14,21,55.4,44.6,0.48
16/04/2001,2,16,04,2001,1178,27.2,1016.5,9999.9,9.6,13.9,22,27,52,32,0
17/04/2001,3,17,04,2001,1194,24.4,1024.3,9999.9,8.3,13.6,23.9,35,45,30,0
18/04/2001,4,18,04,2001,1339,23.8,1025.9,9999.9,10,5.4,9.9,14,55.4,30.2,0
19/04/2001,5,19,04,2001,1323,28.4,1018.2,9999.9,10,8.8,15.9,21,69.1,41,0
20/04/2001,6,20,04,2001,1476,49.7,1010.2,9999.9,9.7,11.8,15.9,25.1,78.8,53.6,0.35
21/04/2001,7,21,04,2001,1371,61.1,1009.3,9999.9,9.3,16.2,22.9,34,78.8,62.6,0.44
22/04/2001,1,22,04,2001,1353,55.2,1018.3,9999.9,9.1,8.3,15,21,80.6,53.6,0.01
23/04/2001,2,23,04,2001,1308,54.9,1009.4,9999.9,10,17.9,28.9,39,79,50,0.19
24/04/2001,3,24,04,2001,1294,30.4,1019.6,9999.9,10,13.7,26,35.9,62.1,44.1,0.05
25/04/2001,4,25,04,2001,1299,34.3,1024.2,9999.9,10,7.4,12,18.1,62.1,48,0
26/04/2001,5,26,04,2001,1358,39.6,1020.9,9999.9,10,10.7,18.1,27,77,46.9,0
27/04/2001,6,27,04,2001,1506,36.9,1020,9999.9,10,11.5,16.9,999.9,73.4,53.6,0
28/04/2001,7,28,04,2001,1302,32.7,1027.9,9999.9,10,6.5,12,999.9,64.4,46.4,0
29/04/2001,1,29,04,2001,1295,32.4,1028.6,9999.9,10,8.6,13,15.9,77,51.1,0
30/04/2001,2,30,04,2001,1433,35.8,1021.4,9999.9,10,9.1,13,21,87.1,57,0
01/05/2001,3,01,05,2001,1551,52.1,1013.2,9999.9,10,11.8,21,29.9,84.9,64.9,0
02/05/2001,4,02,05,2001,1462,52.3,1012.2,9999.9,10,12.6,16.9,22,82.9,64,0
03/05/2001,5,03,05,2001,1442,51,1017.2,9999.9,10,10.2,14,21,87.1,66,0
04/05/2001,6,04,05,2001,1533,49.2,1020.9,9999.9,9.5,8.7,15,999.9,84,53.1,0
05/05/2001,7,05,05,2001,1347,48.4,1021.5,9999.9,10,9.9,15,999.9,66.9,51.1,0.03
06/05/2001,1,06,05,2001,1223,42.3,1018.3,9999.9,10,8.2,13,20,78.1,55.9,0.02
07/05/2001,2,07,05,2001,1392,58.5,1016.5,9999.9,8.8,10.2,19,34,69.8,62.6,0.15
08/05/2001,3,08,05,2001,1412,43.3,1020.4,9999.9,10,10.9,22.9,28.9,77,50,0.21
09/05/2001,4,09,05,2001,1469,45.8,1019,9999.9,10,8.3,14,21,82.4,57.2,0
10/05/2001,5,10,05,2001,1336,49.2,1013.6,9999.9,10,11.8,19,30.9,86,61,0.07
11/05/2001,6,11,05,2001,1358,55,1012.9,9999.9,8.6,9.3,15.9,23.9,73.4,48.2,0.58
12/05/2001,7,12,05,2001,1245,33,1023.9,9999.9,10,11.2,15.9,19,57.2,42.8,0
13/05/2001,1,13,05,2001,1210,31,1025.9,9999.9,10,5,7,999.9,68,41,0
14/05/2001,2,14,05,2001,1300,39.8,1019.8,9999.9,9.8,9.4,20,25.1,68,51.1,0.11
15/05/2001,3,15,05,2001,1420,58.9,1008.2,9999.9,10,10,15.9,25.1,91,59,0
16/05/2001,4,16,05,2001,1382,64.3,1001.9,9999.9,9.4,8.6,15,15.9,89.6,69.8,99.99
17/05/2001,5,17,05,2001,1407,61.3,1005.7,9999.9,7.6,5.4,13,16.9,87.1,66,0.11
18/05/2001,6,18,05,2001,1439,52.8,1009.3,9999.9,9.9,10.1,15.9,21,81,62.1,0.01
19/05/2001,7,19,05,2001,1335,41.5,1012.7,9999.9,10,7.3,12,999.9,73.4,55.4,0
20/05/2001,1,20,05,2001,1282,44.9,1009.5,9999.9,10,8.2,13,999.9,79,55,0
21/05/2001,2,21,05,2001,1437,59.5,998.6,9999.9,7.8,11.6,21,29.9,75,62.1,0
22/05/2001,3,22,05,2001,1277,42.9,1004.6,9999.9,10,12.2,20,35,62.6,48.2,99.99
23/05/2001,4,23,05,2001,1235,43.7,1005.3,9999.9,10,8.8,16.9,26,60.8,46.4,99.99
24/05/2001,5,24,05,2001,1312,45.7,1006.3,9999.9,9.2,6.2,15.9,999.9,60.8,46.4,0
25/05/2001,6,25,05,2001,1351,46,1008.9,9999.9,9,5.5,8.9,999.9,60.1,46.9,99.99
26/05/2001,7,26,05,2001,1161,47.6,1006.7,9999.9,7.5,7.4,18.1,26,57.9,45,99.99
27/05/2001,1,27,05,2001,1153,48.8,1005,9999.9,8.3,10.9,18.1,28,59,50,99.99
28/05/2001,2,28,05,2001,1325,51.5,1011.8,9999.9,8.8,4.2,8,999.9,66.2,51.8,99.99
29/05/2001,3,29,05,2001,1410,49.2,1017.1,9999.9,8.7,8.9,15.9,22,64.9,51.1,0
30/05/2001,4,30,05,2001,1342,36.3,1021.8,9999.9,10,9.1,13,999.9,60.8,46.4,0
31/05/2001,5,31,05,2001,1297,41.4,1017.2,9999.9,9.4,9.3,16.9,23.9,62.1,51.1,0.31
01/06/2001,6,01,06,2001,1665,50.5,1004.2,9999.9,6.3,9.5,14,20,64.9,50,0.92
02/06/2001,7,02,06,2001,1398,48.9,1000.2,9999.9,9.9,11.8,16.9,22.9,64,53.1,0
03/06/2001,1,03,06,2001,1185,46.2,1010.2,9999.9,10,7.3,11.1,999.9,57.9,50,0
04/06/2001,2,04,06,2001,1371,45,1016.5,9999.9,10,9,14,16.9,55.9,50,0
05/06/2001,3,05,06,2001,1281,51,1017.3,9999.9,6.1,8.4,22.9,999.9,59,48,0.11
06/06/2001,4,06,06,2001,1344,56.3,1016.7,9999.9,1.6,6,12,999.9,66.9,53.1,0.54
07/06/2001,5,07,06,2001,1327,55.1,1017.6,9999.9,6.2,5.4,8,999.9,68,55.9,0
08/06/2001,6,08,06,2001,1371,52.2,1017.8,9999.9,8.4,6.1,9.9,999.9,73.9,51.1,0
09/06/2001,7,09,06,2001,1386,53.4,1015.5,9999.9,10,6.4,8.9,999.9,80.6,57.2,0
10/06/2001,1,10,06,2001,1413,59.2,1010.3,9999.9,10,10.1,18.1,22,84.9,64.9,0
11/06/2001,2,11,06,2001,1476,66.5,1007.5,9999.9,9.2,6.7,11.1,999.9,88,70,0
12/06/2001,3,12,06,2001,1381,65.6,1007.9,9999.9,9.8,6.9,18.1,28,87.8,64.4,0.29
13/06/2001,4,13,06,2001,1429,69.1,1008.6,9999.9,8.8,9,15,21,93.2,73.4,0.36
14/06/2001,5,14,06,2001,1393,67.8,1009.3,9999.9,8.2,11.3,15,22.9,93.2,75.2,0
15/06/2001,6,15,06,2001,1421,65.2,1008.9,9999.9,9.8,9.2,19,30.9,90,70,0.52
16/06/2001,7,16,06,2001,1377,57.5,1016.1,9999.9,10,8.3,15.9,21,88,61,0
17/06/2001,1,17,06,2001,1435,54.4,1019.9,9999.9,10,5.9,9.9,15,87.8,62.6,0
18/06/2001,2,18,06,2001,1494,58.4,1016.2,9999.9,9.9,11.5,19,25.1,93.2,69.8,0.06
19/06/2001,3,19,06,2001,1536,62.8,1015.6,9999.9,10,12.9,16.9,25.1,90,71.1,0.05
20/06/2001,4,20,06,2001,1405,53.3,1021.5,9999.9,10,5.4,8.9,999.9,75.2,66.2,0
21/06/2001,5,21,06,2001,1322,52,1018.6,9999.9,9.1,6.2,9.9,999.9,73.9,59,0.09
22/06/2001,6,22,06,2001,1373,54.2,1016.6,9999.9,8.8,7.1,12,999.9,68,55.4,0.25
23/06/2001,7,23,06,2001,1325,52.2,1018.5,9999.9,9.3,6.1,11.1,999.9,73,53.1,0
24/06/2001,1,24,06,2001,1286,53.4,1020.8,9999.9,9.7,6,9.9,999.9,82,55.9,0
25/06/2001,2,25,06,2001,1382,56.4,1022.1,9999.9,10,6.7,11.1,15,86,64.9,0
26/06/2001,3,26,06,2001,1363,55.9,1022.7,9999.9,10,6.3,11.1,999.9,88,66.9,0
27/06/2001,4,27,06,2001,1364,57.8,1023.9,9999.9,9.8,6.3,11.1,16.9,88,68,0
28/06/2001,5,28,06,2001,1380,61.7,1022.1,9999.9,8.8,6,8.9,15,87.8,69.8,0
29/06/2001,6,29,06,2001,1450,62.5,1017.6,9999.9,8.4,6.4,11.1,15,87.8,69.8,0
30/06/2001,7,30,06,2001,1404,64.1,1013.8,9999.9,8.1,8.1,14,21,89.6,71.6,0
01/07/2001,1,01,07,2001,1603,57.1,1015.8,9999.9,10,11.9,18.1,22.9,87.1,60.1,0
02/07/2001,2,02,07,2001,1372,41.3,1024.1,9999.9,10,8.9,13,20,73.9,55.9,0
03/07/2001,3,03,07,2001,1316,57.2,1017,9999.9,9.6,9,16.9,19,79,64,0.45
04/07/2001,4,04,07,2001,1420,62.1,1013.2,9999.9,9.5,8.5,15.9,22.9,89.6,69.8,0
05/07/2001,5,05,07,2001,1377,49.7,1015.1,9999.9,10,9.3,14,20,84,63,0
06/07/2001,6,06,07,2001,1455,46.6,1018.8,9999.9,10,6.6,12,999.9,78.8,55.4,0
07/07/2001,7,07,07,2001,1447,63.3,1011.3,9999.9,10,9.8,14,16.9,88,64.9,0.24
08/07/2001,1,08,07,2001,1385,67.3,1010.9,9999.9,9.5,6.1,12,999.9,87.8,73.4,0.01
09/07/2001,2,09,07,2001,1431,66.8,1010.6,9999.9,7.9,6.3,11.1,999.9,91,71.1,0
10/07/2001,3,10,07,2001,1491,63.7,1009.2,9999.9,9.3,6.4,11.1,999.9,89.6,71.6,0
11/07/2001,4,11,07,2001,1397,51.2,1013.9,9999.9,10,10.5,14,22,86,66,0
12/07/2001,5,12,07,2001,1419,52.5,1016.9,9999.9,10,7,14,16.9,80.1,64,0
13/07/2001,6,13,07,2001,1511,51.2,1019,9999.9,10,8.1,13,16.9,79,64,0
14/07/2001,7,14,07,2001,1442,48.9,1017.3,9999.9,10,7.3,12,15.9,87.1,62.1,0
15/07/2001,1,15,07,2001,1391,52,1015.3,9999.9,10,5.1,9.9,999.9,89.1,66,0
16/07/2001,2,16,07,2001,1512,58.7,1015,9999.9,10,6.9,11.1,19,86,69.8,0
17/07/2001,3,17,07,2001,1425,65.2,1013,9999.9,8,6.3,8.9,999.9,87.1,75,0
18/07/2001,4,18,07,2001,1406,70.8,1012.7,9999.9,5.2,5.4,11.1,999.9,88,73,0
19/07/2001,5,19,07,2001,1403,71.5,1014.8,9999.9,4.9,5.9,12,999.9,90,73,0.01
20/07/2001,6,20,07,2001,1555,71.4,1014.5,9999.9,8,5.4,11.1,999.9,93.9,75,0
21/07/2001,7,21,07,2001,1502,72.4,1011.6,9999.9,9,6.6,12,999.9,91.4,78.8,0
22/07/2001,1,22,07,2001,1429,71.6,1010.1,9999.9,8.2,5.3,18.1,23.9,95,73.4,0.26
23/07/2001,2,23,07,2001,1468,71.5,1010.2,9999.9,8.7,7.6,22,28,93.2,73.4,1.32
24/07/2001,3,24,07,2001,1418,71.6,1010.7,9999.9,8.9,6.7,11.1,999.9,90,73,0
25/07/2001,4,25,07,2001,1465,68.1,1011.7,9999.9,9,9.2,15.9,22,86,68,0.42
26/07/2001,5,26,07,2001,1435,62.1,1017.9,9999.9,10,11.5,16.9,18.1,79,68,0.5
27/07/2001,6,27,07,2001,1465,57,1022,9999.9,10,10,15,20,77,64.4,0
28/07/2001,7,28,07,2001,1459,61.3,1017.1,9999.9,10,6.8,8.9,999.9,80.6,66.2,0
29/07/2001,1,29,07,2001,1423,69.2,1013.1,9999.9,6.2,4.8,9.9,999.9,91.4,73.4,0.03
30/07/2001,2,30,07,2001,1464,70.2,1015.1,9999.9,6.6,6.2,9.9,999.9,89.6,71.6,0
31/07/2001,3,31,07,2001,1417,70.6,1018,9999.9,10,6.6,12,15.9,95,75.2,0
01/08/2001,4,01,08,2001,1587,71.5,1020.5,9999.9,7.6,8.7,14,18.1,93.9,78.1,0
02/08/2001,5,02,08,2001,1310,72.3,1020,9999.9,8.7,7.1,20,28,89.1,73,3.14
03/08/2001,6,03,08,2001,1417,71,1017.4,9999.9,8.4,6.2,12,999.9,86,75,0
04/08/2001,7,04,08,2001,1516,64.3,1016.2,9999.9,10,5.9,11.1,999.9,84.9,68,0
05/08/2001,1,05,08,2001,1472,67.1,1018.3,9999.9,9.8,4.8,8,999.9,90,70,0
06/08/2001,2,06,08,2001,1503,66.4,1019.9,9999.9,10,6.1,9.9,14,91.4,71.6,0
07/08/2001,3,07,08,2001,1441,71.1,1018.4,9999.9,10,7.8,14,20,95,75,0
08/08/2001,4,08,08,2001,1433,71.8,1015.6,9999.9,8.3,7.6,11.1,999.9,93.9,78.1,0
09/08/2001,5,09,08,2001,1344,72.1,1010.6,9999.9,7,7.6,13,21,95,77,0
10/08/2001,6,10,08,2001,1563,62.4,1013.9,9999.9,9.4,10.8,22,33,90,72,0.3
11/08/2001,7,11,08,2001,1390,56.8,1017.3,9999.9,10,8.2,12,15,78.8,64.4,0
12/08/2001,1,12,08,2001,1406,56.4,1017.4,9999.9,10,5.7,8.9,999.9,84.2,62.6,0
13/08/2001,2,13,08,2001,1412,60.2,1019.2,9999.9,9.9,9.6,16.9,19,78.8,69.8,0.05
14/08/2001,3,14,08,2001,1410,49.4,1020.1,9999.9,10,7.3,13,15.9,77,59,0
15/08/2001,4,15,08,2001,1520,53.4,1015,9999.9,10,5.5,9.9,999.9,78.1,63,0
16/08/2001,5,16,08,2001,1434,63.7,1008.6,9999.9,6.7,8.5,14,18.1,73.4,66.2,0.66
17/08/2001,6,17,08,2001,1336,56.8,1015.1,9999.9,10,8.3,14,19,79,60.1,0.02
18/08/2001,7,18,08,2001,1322,60.8,1011.5,9999.9,9.4,5.8,9.9,15,73.4,64.4,0
19/08/2001,1,19,08,2001,1244,61.1,1008.8,9999.9,8.8,9.5,15.9,22.9,73.4,62.6,0.49
20/08/2001,2,20,08,2001,1468,56.6,1016.2,9999.9,10,7.2,11.1,999.9,79,59,0.14
21/08/2001,3,21,08,2001,1350,56.3,1017.7,9999.9,10,6.8,12,16.9,80.6,60.8,0
22/08/2001,4,22,08,2001,1382,66.8,1012.9,9999.9,9.1,10.3,16.9,21,88,71.1,0.13
23/08/2001,5,23,08,2001,1308,68.6,1014.6,9999.9,7.7,6.3,11.1,21,78.1,71.1,0.08
24/08/2001,6,24,08,2001,1419,67.3,1017.7,9999.9,6.7,8.4,12,999.9,81,69.1,0
25/08/2001,7,25,08,2001,1385,71.2,1013.2,9999.9,5.1,7.4,12,19,81,71.1,0.87
26/08/2001,1,26,08,2001,1421,67.3,1011.7,9999.9,10,6.6,12,15.9,82.4,69.8,0
27/08/2001,2,27,08,2001,1484,63.5,1012.4,9999.9,9.8,7.4,14,19,84.9,66.9,0
28/08/2001,3,28,08,2001,1410,60.3,1012.9,9999.9,10,7.3,11.1,999.9,80.6,66.2,0
29/08/2001,4,29,08,2001,1454,57,1016.4,9999.9,10,6.3,11.1,999.9,82.9,61,0
30/08/2001,5,30,08,2001,1428,63.5,1010.5,9999.9,9.9,8.1,12,16.9,87.1,71.1,0
31/08/2001,6,31,08,2001,1473,64.2,1010.3,9999.9,8.2,9.2,16.9,23.9,84,68,0.46
01/09/2001,7,01,09,2001,1582,49.5,1017.8,9999.9,10,9.8,15,20,68,60.1,0
02/09/2001,1,02,09,2001,1325,52.5,1016.2,9999.9,10,5.4,8,999.9,80.1,55,0
03/09/2001,2,03,09,2001,1369,60.3,1011.9,9999.9,10,7.8,13,18.1,86,64,0
04/09/2001,3,04,09,2001,1402,61,1015.7,9999.9,10,9.8,15,999.9,82.9,69.1,0
05/09/2001,4,05,09,2001,1308,57.8,1021.2,9999.9,10,7,11.1,14,78.1,61,0
06/09/2001,5,06,09,2001,1423,60.6,1017.3,9999.9,9.7,8.5,14,21,87.8,64.4,0
07/09/2001,6,07,09,2001,1570,69.1,1007.6,9999.9,8.6,10.9,16.9,23.9,89.6,69.8,0.63
08/09/2001,7,08,09,2001,1573,66.3,1005.7,9999.9,9.8,14.5,21,28.9,87.1,73,0
09/09/2001,1,09,09,2001,1322,63.5,1010.6,9999.9,8.8,7.9,18.1,23.9,75.2,60.8,0.22
10/09/2001,2,10,09,2001,1383,52.5,1019,9999.9,9.9,9.8,19,23.9,79,55,0.27
