date,dayOfWeek,dayOfMonth,month,year,reports,dewp,slp,stp,visib,wdsp,mxpsd,gust,max,min,prcp
28/12/2002,7,28,12,2002,1164,26.2,1017.3,9999.9,4.6,7.9,12,999.9,33.8,26.6,0.02
29/12/2002,1,29,12,2002,1094,26.9,1017.9,9999.9,3.7,5.3,11.1,999.9,39.2,24.8,0
30/12/2002,2,30,12,2002,1281,42.3,1006.9,9999.9,7.4,12.2,16.9,23.9,60.8,35.6,0
31/12/2002,3,31,12,2002,1195,24.9,1014.3,9999.9,9.5,7.4,14,19,55.9,32,0
01/01/2003,4,01,01,2003,2035,21.8,1017.6,9999.9,10,14.9,20,25.1,35.6,30.2,0
02/01/2003,5,02,01,2003,1171,22.5,1017.6,9999.9,8.2,11.5,19,23.9,30.9,28,0
03/01/2003,6,03,01,2003,1295,20.9,1017.8,9999.9,9.9,8.4,11.1,999.9,35.1,24.1,0
04/01/2003,7,04,01,2003,1197,19.4,1017.8,9999.9,9.1,5.5,11.1,999.9,33.8,21.2,0
05/01/2003,1,05,01,2003,1149,28.4,1013.8,9999.9,2,4,8,999.9,33.1,28,0.04
06/01/2003,2,06,01,2003,1261,23.1,1027.2,9999.9,7.5,10.9,15.9,21,33.8,28.4,0.06
07/01/2003,3,07,01,2003,1203,23.8,1024.1,9999.9,9.7,12.7,20,25.1,39.2,24.8,0
08/01/2003,4,08,01,2003,1318,32.1,1000.5,9999.9,10,12.1,18.1,22.9,54,37,0
09/01/2003,5,09,01,2003,1317,25.8,1000.4,9999.9,10,12.8,22,26,50,35.6,0
10/01/2003,6,10,01,2003,1230,12.4,1012.8,9999.9,9.1,14,20,28.9,35.6,19.4,0
11/01/2003,7,11,01,2003,1103,1.2,1022.9,9999.9,10,12.7,16.9,22,19.4,8.6,0
12/01/2003,1,12,01,2003,1055,5.3,1029.1,9999.9,10,8.5,15,21,32,10.4,0
13/01/2003,2,13,01,2003,1181,6.4,1022,9999.9,10,11.9,16.9,22.9,30,19,0
14/01/2003,3,14,01,2003,1153,7.5,1026.2,9999.9,8.1,9.2,15,18.1,24.1,12,0
15/01/2003,4,15,01,2003,1214,-0.1,1029,9999.9,10,9.3,13,999.9,21.9,5,0
16/01/2003,5,16,01,2003,1212,6.9,1025.6,9999.9,10,6.2,12,999.9,24.8,12.2,0
17/01/2003,6,17,01,2003,1260,3,1024.9,9999.9,10,11,15.9,20,24.8,10.4,0
18/01/2003,7,18,01,2003,1101,5,1018.2,9999.9,7.9,9.6,13,18.1,21.2,6.8,99.99
19/01/2003,1,19,01,2003,979,5.6,1014.8,9999.9,9.6,10,14,20,25,3,0
20/01/2003,2,20,01,2003,1118,4.5,1016.2,9999.9,10,10.2,15.9,20,28.9,14,0
21/01/2003,3,21,01,2003,1124,-4.9,1024.6,9999.9,10,9.3,14,999.9,19,8.1,0
22/01/2003,4,22,01,2003,1125,-6.7,1029,9999.9,10,9.5,13,999.9,15.1,6.1,0
23/01/2003,5,23,01,2003,1028,-11,1033.9,9999.9,10,13.4,15.9,22,12.2,-2.2,0
24/01/2003,6,24,01,2003,1171,-6.3,1035.3,9999.9,10,8.6,13,18.1,17.1,3,0
25/01/2003,7,25,01,2003,1120,6.8,1024.7,9999.9,10,10.9,15,21,35.1,14,0
26/01/2003,1,26,01,2003,877,3.9,1027.9,9999.9,7.9,12,15.9,21,32,6.8,0
27/01/2003,2,27,01,2003,1105,-3.3,1032.6,9999.9,9.8,8.1,16.9,22.9,16,0,0
28/01/2003,3,28,01,2003,1122,13.5,1019.5,9999.9,9.4,8.4,18.1,999.9,33.8,15.8,99.99
29/01/2003,4,29,01,2003,1114,21.7,1024.6,9999.9,7.3,8.2,14,999.9,30.2,24.8,0
30/01/2003,5,30,01,2003,1195,18.1,1026.8,9999.9,10,7.2,15,15.9,28.4,21.2,0.03
31/01/2003,6,31,01,2003,1187,28.7,1014.7,9999.9,5.1,11.3,15.9,21,36,27,0.13
01/02/2003,7,01,02,2003,1411,28.9,1014.5,9999.9,4.6,6.9,13,999.9,34,32,0
02/02/2003,1,02,02,2003,1154,32.5,1011.3,9999.9,3.1,6.9,12,999.9,37.4,33.8,0.02
03/02/2003,2,03,02,2003,1199,35.7,1003,9999.9,2.9,7.8,13,999.9,45,35.1,0
04/02/2003,3,04,02,2003,1109,19.6,1005.3,9999.9,8.6,15.5,19,28,43,17.1,0.06
05/02/2003,4,05,02,2003,1136,1.8,1024.7,9999.9,10,8.6,15,20,24.1,8.1,0
06/02/2003,5,06,02,2003,1206,15.1,1023,9999.9,10,7.2,8.9,999.9,34,23,0
07/02/2003,6,07,02,2003,1160,4.4,1024.8,9999.9,10,10.3,15,999.9,24.8,8.6,0
08/02/2003,7,08,02,2003,1027,7,1018.5,9999.9,9.6,12,15.9,22.9,30.2,10.4,0
09/02/2003,1,09,02,2003,1021,-0.3,1020.1,9999.9,10,9.5,15.9,26,30.2,6.8,0
10/02/2003,2,10,02,2003,1220,12,1011.5,9999.9,9,11.3,18.1,21,28.4,15.8,0
11/02/2003,3,11,02,2003,1084,2.4,1013.2,9999.9,9.6,11.4,19,25.1,32,6.8,0
12/02/2003,4,12,02,2003,992,1.9,1019.2,9999.9,8.9,14.9,26,35.9,32,5,99.99
13/02/2003,5,13,02,2003,1177,4.5,1023.1,9999.9,10,9.3,15,19,32,12.2,0
14/02/2003,6,14,02,2003,1256,18,1020.4,9999.9,9.9,6,15.9,999.9,35.1,19,0
15/02/2003,7,15,02,2003,1072,18.8,1025.4,9999.9,6.8,19,25.1,28.9,30.2,21.2,0
16/02/2003,1,16,02,2003,1083,10.1,1030.6,9999.9,10,19.1,22,28,24.8,17.6,0
17/02/2003,2,17,02,2003,1070,18.5,1022.2,9999.9,9.9,10.9,20,21,30.2,21.2,0
18/02/2003,3,18,02,2003,1210,24.4,1017.9,9999.9,6.1,8.4,13,16.9,35.6,24.8,0
19/02/2003,4,19,02,2003,1236,22.2,1021.6,9999.9,8.3,8.8,15,21,39.9,26.1,0
20/02/2003,5,20,02,2003,1249,21.9,1025.1,9999.9,10,8.6,15.9,19,50,28,0
21/02/2003,6,21,02,2003,1335,25.2,1015.6,9999.9,9.7,5.6,8.9,999.9,48.2,28.4,0
22/02/2003,7,22,02,2003,1121,29.3,1006.2,9999.9,6.8,10.3,23.9,30.9,41,28.4,99.99
23/02/2003,1,23,02,2003,1091,10.2,1012.5,9999.9,10,12.7,22,33,28,14,0
24/02/2003,2,24,02,2003,1132,12,1023.2,9999.9,7.1,9.6,16.9,22,24.8,14,0
25/02/2003,3,25,02,2003,1053,-3.6,1034.5,9999.9,10,6.7,13,999.9,19,3,0.02
26/02/2003,4,26,02,2003,1223,6.6,1026.4,9999.9,10,4.8,11.1,999.9,28.9,12.9,0
27/02/2003,5,27,02,2003,1206,10.1,1020.7,9999.9,9.9,6.2,11.1,999.9,30.9,16,0
28/02/2003,6,28,02,2003,1278,14.1,1020.4,9999.9,8.6,3,8.9,999.9,39.9,18,0
01/03/2003,7,01,03,2003,1461,20.7,1018.1,9999.9,7.7,4.5,8.9,999.9,37.4,28.4,0
02/03/2003,1,02,03,2003,1058,21.3,1014.2,9999.9,4.9,10.4,18.1,27,34,17.1,0
03/03/2003,2,03,03,2003,1238,8.4,1020.7,9999.9,8.1,9,15,22,26.6,12.2,0
04/03/2003,3,04,03,2003,1145,25.2,1011.5,9999.9,6.5,6.5,14,19,35.6,26.6,0.06
05/03/2003,4,05,03,2003,1004,19.2,1012.9,9999.9,5.9,13.2,16.9,22,28.4,21.2,0
06/03/2003,5,06,03,2003,1119,15.4,1018.2,9999.9,7.1,7.4,15,999.9,28.9,19,0.02
07/03/2003,6,07,03,2003,1351,21.9,1017.3,9999.9,8.6,9.5,14,18.1,36,23,0
08/03/2003,7,08,03,2003,1150,27.5,1015.5,9999.9,5.7,7.3,21,28.9,44.1,24.1,0.1
09/03/2003,1,09,03,2003,965,-0.4,1024.5,9999.9,10,13.1,16.9,21,24.1,8.1,0
10/03/2003,2,10,03,2003,1201,-3.3,1028,9999.9,10,9.9,16.9,21,21.2,5,0
11/03/2003,3,11,03,2003,1319,13.2,1019,9999.9,10,10.2,19,26,44.6,15.8,0
12/03/2003,4,12,03,2003,1335,30.6,1013.4,9999.9,8,8.2,14,19,44.6,33.8,0
13/03/2003,5,13,03,2003,1312,27.7,1021.3,9999.9,7.1,14.9,22.9,28.9,35.6,30.2,0.06
14/03/2003,6,14,03,2003,1455,22.7,1024.7,9999.9,10,8.1,13,18.1,55,27,0
15/03/2003,7,15,03,2003,1341,34.3,1016,9999.9,7.6,6.2,9.9,15,51.8,33.8,0
16/03/2003,1,16,03,2003,1255,46,1010.7,9999.9,4.7,7.6,12,16.9,68,44.1,0
17/03/2003,2,17,03,2003,1324,48.7,1006.6,9999.9,6.5,5.5,8.9,999.9,72,48,0
18/03/2003,3,18,03,2003,1252,39.8,1009.7,9999.9,3.9,11.1,18.1,22,59,39.2,0
19/03/2003,4,19,03,2003,1283,36.2,1007.9,9999.9,6.9,12.7,16.9,21,48.2,39.2,0.02
20/03/2003,5,20,03,2003,1195,47.6,1004.7,9999.9,5,6.2,16.9,23.9,62.6,44.6,0.11
21/03/2003,6,21,03,2003,1261,40.2,1003.1,9999.9,8,10.7,20,30.9,57,39,0
22/03/2003,7,22,03,2003,1210,34,1010.9,9999.9,9.2,10.9,15.9,27,46.4,39.2,0
23/03/2003,1,23,03,2003,1284,36.4,1014.2,9999.9,8.4,4.8,8,999.9,63,43,0
24/03/2003,2,24,03,2003,1201,37.8,1009.7,9999.9,10,10,19,25.1,75.9,46.9,0
25/03/2003,3,25,03,2003,1362,37.4,1011.8,9999.9,9.8,7.8,13,16.9,72,44.1,0.11
26/03/2003,4,26,03,2003,1330,27.9,1014.8,9999.9,10,6.2,15,23.9,62.1,36,0
27/03/2003,5,27,03,2003,1405,32.8,1011.4,9999.9,10,8.8,19,28.9,66,42.1,0
28/03/2003,6,28,03,2003,1171,44.3,1001.6,9999.9,9.1,13.5,23.9,32.1,62.6,39.2,0.01
29/03/2003,7,29,03,2003,1177,24.4,1015.5,9999.9,10,12.4,19,22.9,39.9,33.1,0.34
30/03/2003,1,30,03,2003,1181,20.7,1025.3,9999.9,9.9,5.4,11.1,999.9,43,26.1,0
31/03/2003,2,31,03,2003,1306,22.9,1019.9,9999.9,10,5.7,12,18.1,55.9,28,0
01/04/2003,3,01,04,2003,1611,39.6,1005.5,9999.9,9.8,12.9,19,28,81,46.9,0.06
02/04/2003,4,02,04,2003,1356,41.2,1008.7,9999.9,8.8,8.1,15.9,22.9,73,46,0
03/04/2003,5,03,04,2003,1290,38.7,1009.7,9999.9,4.4,7.2,15,999.9,51.8,39.2,0.03
04/04/2003,6,04,04,2003,1248,38.8,1006,9999.9,4.1,8.7,23.9,29.9,48,37,0.74
05/04/2003,7,05,04,2003,1113,25.2,1014,9999.9,9.5,11.8,15.9,22,39.2,26.6,0
06/04/2003,1,06,04,2003,1146,20.7,1028.2,9999.9,10,11.5,18.1,23.9,37.4,30.2,0
07/04/2003,2,07,04,2003,1162,28,1020.9,9999.9,4.6,15.2,21,28.9,39.2,30.2,0.01
08/04/2003,3,08,04,2003,1273,28.3,1026.2,9999.9,8.8,9.9,14,999.9,33.8,32,0.06
09/04/2003,4,09,04,2003,1368,26.4,1026.9,9999.9,10,10.4,14,999.9,42.8,30.2,0
10/04/2003,5,10,04,2003,1454,22.6,1023.1,9999.9,10,5.4,8,999.9,55.9,28.9,0
11/04/2003,6,11,04,2003,1336,24.1,1015.5,9999.9,10,4.9,12,999.9,69.8,35.6,0
12/04/2003,7,12,04,2003,1384,27.1,1017.8,9999.9,10,11,15.9,999.9,53.1,41,0
13/04/2003,1,13,04,2003,1274,32.3,1023.3,9999.9,10,7.4,13,18.1,66.2,35.6,0
14/04/2003,2,14,04,2003,1350,37.1,1018.6,9999.9,10,11.1,18.1,26,84.9,51.1,0
15/04/2003,3,15,04,2003,1441,43.5,1010.8,9999.9,10,14.9,22.9,32.1,86,62.1,0
16/04/2003,4,16,04,2003,1367,37.4,1007.6,9999.9,10,10.8,15,34,81,46.9,0
17/04/2003,5,17,04,2003,1203,35.3,1011.3,9999.9,9.8,13.7,16.9,22.9,50,42.1,0
18/04/2003,6,18,04,2003,1343,36,1017.2,9999.9,7,9.1,13,999.9,48.2,39.2,0.02
19/04/2003,7,19,04,2003,1360,45.8,1015.5,9999.9,7.5,9.3,16.9,25.1,78.8,39.2,0
20/04/2003,1,20,04,2003,1237,52.6,1008.7,9999.9,9.7,14.8,22,28.9,70,57,0.09
21/04/2003,2,21,04,2003,1273,41,1008.7,9999.9,9.7,12.5,18.1,22.9,53.6,46.4,0.01
22/04/2003,3,22,04,2003,1314,31,1016.1,9999.9,10,9.9,14,20,53.1,41,0
23/04/2003,4,23,04,2003,1376,22.2,1022,9999.9,10,5.8,8.9,999.9,54,36,0
24/04/2003,5,24,04,2003,1348,28.4,1017,9999.9,10,8.1,13,999.9,60.8,39.2,0
25/04/2003,6,25,04,2003,1435,31.9,1009.2,9999.9,10,11.2,18.1,21,59,46.9,0
26/04/2003,7,26,04,2003,1329,27.2,1013.1,9999.9,10,9,12,999.9,55.4,39.2,0
27/04/2003,1,27,04,2003,1280,27.1,1015.3,9999.9,10,7.1,14,20,75.2,42.8,0
28/04/2003,2,28,04,2003,1446,41.1,1012.4,9999.9,10,7.2,12,18.1,73.4,55.4,0
29/04/2003,3,29,04,2003,1363,36.5,1015.6,9999.9,10,6,14,999.9,68,48,0
30/04/2003,4,30,04,2003,1305,47,1012.7,9999.9,7.6,7.3,15,999.9,68,46.4,0.25
01/05/2003,5,01,05,2003,1352,48.9,1008.3,9999.9,4.7,7.6,13,28,55.4,46.4,1.66
02/05/2003,6,02,05,2003,1361,37.7,1016.2,9999.9,8.2,13,19,22,53.1,41,0.52
03/05/2003,7,03,05,2003,1180,27.1,1021.4,9999.9,10,7.8,13,15,57,39,0
04/05/2003,1,04,05,2003,1108,31.9,1017.5,9999.9,10,9.6,18.1,23.9,60.1,41,0
05/05/2003,2,05,05,2003,1416,52.5,999.3,9999.9,9,12.8,19,28,71.6,51.8,1.07
06/05/2003,3,06,05,2003,1388,47.5,1007.9,9999.9,9.9,7.6,11.1,999.9,68,50,0
07/05/2003,4,07,05,2003,1432,46.3,1011.5,9999.9,9.7,10,14,999.9,64.9,50,0.05
08/05/2003,5,08,05,2003,1292,46.5,1014.8,9999.9,7.1,7.6,12,999.9,60.8,48.2,0
09/05/2003,6,09,05,2003,1389,54.3,1007.1,9999.9,7.4,11,20,28,84.2,48.2,1.33
10/05/2003,7,10,05,2003,1341,56.4,1003.8,9999.9,8.2,5,14,19,81,59,0
11/05/2003,1,11,05,2003,1112,48.8,996.6,9999.9,9.3,22.3,33,46,73,50,0.52
12/05/2003,2,12,05,2003,1352,39.4,1007.7,9999.9,9.9,18,28,35.9,66.9,50,0.04
13/05/2003,3,13,05,2003,1350,35.8,1015.3,9999.9,10,8.4,15,16.9,73,48,0
14/05/2003,4,14,05,2003,1291,38.7,1013.4,9999.9,9.3,7.3,15,999.9,63,52,0.28
15/05/2003,5,15,05,2003,1436,45.4,1012.5,9999.9,9.3,10.3,18.1,25.1,55.4,48.2,0
16/05/2003,6,16,05,2003,1508,44.4,1016.5,9999.9,10,7.6,13,999.9,64,50,0
17/05/2003,7,17,05,2003,1346,49.4,1018,9999.9,6.6,9.2,15.9,999.9,69.1,51.1,0
18/05/2003,1,18,05,2003,1217,50.6,1018.3,9999.9,8.1,8.6,14,15.9,71.1,51.1,0
19/05/2003,2,19,05,2003,1389,58.7,1017.1,9999.9,5.8,7.6,13,999.9,73.9,59,0
20/05/2003,3,20,05,2003,1392,52.8,1019.4,9999.9,7.7,10.6,18.1,22,71.6,53.6,0.52
21/05/2003,4,21,05,2003,1337,36.1,1028.2,9999.9,10,10.6,15,15.9,57.2,46.4,0
22/05/2003,5,22,05,2003,1340,34.5,1024.6,9999.9,10,7.8,13,999.9,61,44.1,0
23/05/2003,6,23,05,2003,1386,35.6,1021.4,9999.9,10,6.6,13,15.9,64,48,0.02
24/05/2003,7,24,05,2003,1346,37.3,1016.4,9999.9,10,8.6,15.9,20,70,46,0.02
25/05/2003,1,25,05,2003,1284,43.9,1015.5,9999.9,10,10,15.9,22,66,50,0
26/05/2003,2,26,05,2003,1172,41.5,1018.3,9999.9,10,7,15.9,16.9,70,48,0
27/05/2003,3,27,05,2003,1393,45.8,1019.9,9999.9,10,6.7,14,999.9,73,51.1,0
28/05/2003,4,28,05,2003,1279,49.6,1011.3,9999.9,9.7,6.3,22,26,71.1,57,0.22
29/05/2003,5,29,05,2003,1303,49.9,1009.1,9999.9,9.8,9.2,15.9,23.9,66.2,51.8,0.04
30/05/2003,6,30,05,2003,1423,46.8,1005.7,9999.9,9.9,6.3,16.9,19,71.6,51.8,0.01
31/05/2003,7,31,05,2003,1282,48,1006.1,9999.9,8,14.7,23.9,35,71.1,48,1.23
01/06/2003,1,01,06,2003,1495,32.8,1018.4,9999.9,10,6.1,12,19,62.1,39,0.01
02/06/2003,2,02,06,2003,1384,38.6,1016.6,9999.9,10,5,9.9,999.9,68,44.6,0
03/06/2003,3,03,06,2003,1374,46.9,1012.6,9999.9,7.7,9.1,15,999.9,62.6,51.8,0.29
04/06/2003,4,04,06,2003,1343,41.2,1011.2,9999.9,10,8.8,13,999.9,66.2,53.6,0.01
05/06/2003,5,05,06,2003,1267,42.6,1013.9,9999.9,9.9,5.4,9.9,19,78.1,48.9,0
06/06/2003,6,06,06,2003,1414,48,1013.3,9999.9,9.1,5.5,12,22.9,72,55.9,0.13
07/06/2003,7,07,06,2003,1385,54,1008.4,9999.9,7.6,5.4,9.9,14,77,59,0
08/06/2003,1,08,06,2003,1297,53.9,1004.8,9999.9,8.8,8.8,18.1,23.9,71.1,57.9,0.05
09/06/2003,2,09,06,2003,1368,54.4,1008.7,9999.9,9.5,7.9,13,16.9,77,55,0.29
10/06/2003,3,10,06,2003,1499,56.4,1008.1,9999.9,10,9.5,19,25.1,77,60.1,0.01
11/06/2003,4,11,06,2003,1300,56.9,1008.6,9999.9,8.3,10.4,18.1,22,75.2,53.6,0.1
12/06/2003,5,12,06,2003,1357,54,1008.8,9999.9,8.2,7.5,12,999.9,69.8,53.6,0
13/06/2003,6,13,06,2003,1364,57.7,1009.9,9999.9,4.4,6,8.9,999.9,69.8,59,0
14/06/2003,7,14,06,2003,1347,54.6,1013.9,9999.9,9,6.9,13,999.9,77,55.9,0
15/06/2003,1,15,06,2003,1335,54.6,1017.9,9999.9,10,8.7,13,999.9,75.2,57.2,0
16/06/2003,2,16,06,2003,1333,52.1,1019.3,9999.9,10,7,11.1,999.9,78.8,59,0
17/06/2003,3,17,06,2003,1348,44.5,1017.4,9999.9,10,6.2,9.9,999.9,79,55.9,0
18/06/2003,4,18,06,2003,1399,55.7,1011.9,9999.9,9.1,6.2,22,33,89.1,61,0.75
19/06/2003,5,19,06,2003,1333,46.9,1015.1,9999.9,9.7,14.2,22.9,28.9,68,59,0
20/06/2003,6,20,06,2003,1451,39.5,1020.6,9999.9,10,6.6,15,20,73,51.1,0
21/06/2003,7,21,06,2003,1289,45.4,1018.2,9999.9,10,5.3,9.9,999.9,79,52,0
22/06/2003,1,22,06,2003,1259,50.1,1015.2,9999.9,10,4.3,11.1,14,84.2,60.8,0
23/06/2003,2,23,06,2003,1364,52.7,1013.6,9999.9,10,7.5,14,19,89.1,64.9,0
24/06/2003,3,24,06,2003,1356,59.2,1014.7,9999.9,9.9,9.5,15.9,22,93.2,71.6,0
25/06/2003,4,25,06,2003,1368,62.4,1014.1,9999.9,8.8,9.6,15,22.9,93,73,0
26/06/2003,5,26,06,2003,1327,59.7,1010.4,9999.9,9.2,12.5,21,27,89.1,64,0.46
27/06/2003,6,27,06,2003,1362,49.3,1013.6,9999.9,10,9.8,14,20,82.9,57.9,0
28/06/2003,7,28,06,2003,1395,59.1,1011.4,9999.9,10,8.5,15,22,82.4,66.2,0.17
29/06/2003,1,29,06,2003,1370,59.3,1015.1,9999.9,9.9,7.7,11.1,999.9,80.6,64.4,0
30/06/2003,2,30,06,2003,1337,54.6,1020.1,9999.9,10,3.4,9.9,999.9,84.9,63,0
01/07/2003,3,01,07,2003,1568,52.8,1017.8,9999.9,10,5.2,12,15,84.9,66,0
02/07/2003,4,02,07,2003,1337,54.2,1012.4,9999.9,9.9,4.9,9.9,999.9,87.1,64.9,0
03/07/2003,5,03,07,2003,1331,60.3,1008.9,9999.9,9.6,7.9,15,22,91.4,71.6,99.99
04/07/2003,6,04,07,2003,1301,67.5,1008.1,9999.9,10,8.3,18.1,26,93.9,77,0
05/07/2003,7,05,07,2003,1372,67.9,1010.5,9999.9,8.4,8.3,30.9,41,91.9,69.1,0.7
06/07/2003,1,06,07,2003,1278,67.5,1011.1,9999.9,9.7,8.2,18.1,26,89.6,68,0.61
07/07/2003,2,07,07,2003,1410,70.2,1009.7,9999.9,8.9,8.3,22,28.9,89.1,71.1,0.38
08/07/2003,3,08,07,2003,1290,64.8,1013.9,9999.9,9.4,6.7,22,30.9,88,69.1,0.37
09/07/2003,4,09,07,2003,1309,62,1013.7,9999.9,9.3,6.2,15.9,22,73.4,64.4,0.34
10/07/2003,5,10,07,2003,1342,64.1,1006.5,9999.9,9.6,10.3,18.1,22,80.6,66.2,0.21
11/07/2003,6,11,07,2003,1482,56.4,1008.1,9999.9,10,12.6,15.9,25.1,75.2,60.8,0.01
12/07/2003,7,12,07,2003,1419,54.7,1013.3,9999.9,10,5.5,8.9,999.9,78.8,60.8,0
13/07/2003,1,13,07,2003,1427,52.1,1017.7,9999.9,10,3.9,9.9,15.9,82.9,62.1,0
14/07/2003,2,14,07,2003,1440,55.8,1017.2,9999.9,10,5.7,14,18.1,84.2,64.4,0
15/07/2003,3,15,07,2003,1470,64.2,1011.2,9999.9,9.1,10.8,22,27,87.1,68,1.16
16/07/2003,4,16,07,2003,1426,55.6,1017.4,9999.9,10,6.4,14,999.9,82.9,62.1,0
17/07/2003,5,17,07,2003,1361,61.6,1019.2,9999.9,9.9,7.8,23.9,28,87.1,66.9,0.55
18/07/2003,6,18,07,2003,1429,60.2,1017.5,9999.9,9.1,9.4,16.9,999.9,73.4,64.4,1.83
19/07/2003,7,19,07,2003,1557,52,1018.4,9999.9,10,4.1,13,999.9,82.9,57,0
20/07/2003,1,20,07,2003,1369,62.2,1013.1,9999.9,10,9,19,22,87.1,66.9,0.15
21/07/2003,2,21,07,2003,1386,65.2,1004.8,9999.9,9.5,8,18.1,20,82.9,68,0.72
22/07/2003,3,22,07,2003,1344,58.7,1010.4,9999.9,10,11.5,18.1,22.9,73.4,64.4,0
23/07/2003,4,23,07,2003,1379,56,1015.8,9999.9,10,10.2,14,18.1,75,62.1,0
24/07/2003,5,24,07,2003,1378,47.2,1018.6,9999.9,10,6.2,12,15,79,57,0
25/07/2003,6,25,07,2003,1437,53.1,1019.6,9999.9,10,8.4,15.9,20,82.4,62.6,0
26/07/2003,7,26,07,2003,1481,61.8,1017.8,9999.9,9.8,11.8,20,27,84,69.1,0
27/07/2003,1,27,07,2003,1339,64.1,1013.9,9999.9,9.5,9.9,15.9,22,82,68,0.09
28/07/2003,2,28,07,2003,1480,58.9,1015.8,9999.9,9.3,6.7,9.9,999.9,73.9,64,0.26
29/07/2003,3,29,07,2003,1442,51.5,1015.9,9999.9,10,3.9,8.9,999.9,81,57,0
30/07/2003,4,30,07,2003,1428,56.1,1016.1,9999.9,9.9,5.9,11.1,14,82.4,62.6,0
31/07/2003,5,31,07,2003,1405,61.5,1014.7,9999.9,10,6.2,11.1,999.9,84.2,66.2,0
01/08/2003,6,01,08,2003,1613,64.1,1011.6,9999.9,8.9,8.2,29.9,42.9,88,66,0
02/08/2003,7,02,08,2003,1365,62.7,1010.8,9999.9,9,7,12,15.9,84,64,0.01
03/08/2003,1,03,08,2003,1307,62.7,1010.9,9999.9,9.6,6.2,18.1,22,82,66,0.04
04/08/2003,2,04,08,2003,1363,62.6,1011.4,9999.9,7.5,5.6,12,999.9,77,64,0.01
05/08/2003,3,05,08,2003,1520,61.6,1012.1,9999.9,7.3,3.9,8.9,999.9,80.1,63,0
06/08/2003,4,06,08,2003,1463,62.1,1012.1,9999.9,9.1,2.7,8.9,999.9,82.9,69.1,0.06
07/08/2003,5,07,08,2003,1427,64.4,1013.3,9999.9,9.7,6.8,15,999.9,81,68,0
08/08/2003,6,08,08,2003,1500,64.4,1014.9,9999.9,10,11.5,15.9,19,75.2,69.8,0.01
09/08/2003,7,09,08,2003,1293,61.8,1016.8,9999.9,9.6,8.6,13,20,75.9,64,0
10/08/2003,1,10,08,2003,1408,59.7,1017,9999.9,10,6.3,9.9,14,82.4,64.4,0.44
11/08/2003,2,11,08,2003,1359,61.5,1016.5,9999.9,9.5,6.7,14,20,78.8,64.4,0
12/08/2003,3,12,08,2003,1387,64,1019.8,9999.9,10,11.1,14,999.9,75.9,68,0.22
13/08/2003,4,13,08,2003,1475,65.2,1025,9999.9,8.5,7.9,12,999.9,80.6,68,0
14/08/2003,5,14,08,2003,1445,69.6,1026.5,9999.9,6.3,5.8,8.9,999.9,84.9,71.1,0.01
15/08/2003,6,15,08,2003,1507,70.7,1022.8,9999.9,5.3,5.7,11.1,999.9,90,73,0
16/08/2003,7,16,08,2003,1493,68.4,1015.3,9999.9,7.4,8,13,15,91.9,75,0
17/08/2003,1,17,08,2003,1361,63.2,1014.6,9999.9,8.7,8.9,12,16.9,84,73,0
18/08/2003,2,18,08,2003,1417,59,1018.1,9999.9,10,6.7,9.9,999.9,84,68,0
19/08/2003,3,19,08,2003,1437,59.1,1019.5,9999.9,10,5.8,11.1,999.9,82.9,64.9,0
20/08/2003,4,20,08,2003,1475,63.4,1017,9999.9,8.2,7.2,13,16.9,90,66.9,0
21/08/2003,5,21,08,2003,1683,68.7,1011.8,9999.9,8.8,10.7,15.9,21,97,75,0
22/08/2003,6,22,08,2003,1398,59.9,1014.7,9999.9,10,11.8,15.9,19,89.6,71.6,0
23/08/2003,7,23,08,2003,1389,54.5,1019.9,9999.9,10,6.5,11.1,14,80.1,64.9,0
24/08/2003,1,24,08,2003,1368,56.6,1019.1,9999.9,10,7.5,14,19,87.1,64.9,0
25/08/2003,2,25,08,2003,1477,63.8,1014.6,9999.9,9.2,8.6,13,18.1,93.2,71.6,0
26/08/2003,3,26,08,2003,1391,65.8,1011.7,9999.9,10,8.6,16.9,23.9,91.4,73.4,0.05
27/08/2003,4,27,08,2003,1420,65.5,1012.9,9999.9,8.4,7.5,15.9,19,86,73.4,0.06
28/08/2003,5,28,08,2003,1335,61.5,1015,9999.9,9.9,8.8,14,20,93.9,68,0
29/08/2003,6,29,08,2003,1600,65.1,1012.7,9999.9,8.3,7.7,12,15,87.8,71.6,0.28
30/08/2003,7,30,08,2003,1400,52.5,1022.2,9999.9,10,10.8,14,18.1,77,64.9,0
31/08/2003,1,31,08,2003,1190,53.6,1023.8,9999.9,9.6,7.2,9.9,999.9,70,62.1,0.31
01/09/2003,2,01,09,2003,1334,60.1,1019.1,9999.9,7.1,10.6,14,999.9,66,62.1,0.64
02/09/2003,3,02,09,2003,1406,60.4,1018.9,9999.9,9.4,8,12,999.9,71.6,62.6,0.59
03/09/2003,4,03,09,2003,1336,60.9,1015.1,9999.9,7.1,7.1,14,20,82.4,60.8,0
04/09/2003,5,04,09,2003,1346,50.7,1016.5,9999.9,10,9.2,12,19,79,59,0
05/09/2003,6,05,09,2003,1373,50.7,1020.8,9999.9,10,5.1,11.1,999.9,73.9,54,0
06/09/2003,7,06,09,2003,1589,49.1,1019.9,9999.9,10,5.3,8,999.9,79,54,0
